vocab:amount:sentence:filename
any:1:Baa, Baa, Black Sheep Baa, baa, black sheep, have you any wool? Yes sir, yes sir, three bags full.:Verina Songs.pdf
yes:2:Baa, Baa, Black Sheep Baa, baa, black sheep, have you any wool? Yes sir, yes sir, three bags full.:Verina Songs.pdf
sir:2:Baa, Baa, Black Sheep Baa, baa, black sheep, have you any wool? Yes sir, yes sir, three bags full.:Verina Songs.pdf
three:5:Baa, Baa, Black Sheep Baa, baa, black sheep, have you any wool? Yes sir, yes sir, three bags full.:Verina Songs.pdf
bags:1:Baa, Baa, Black Sheep Baa, baa, black sheep, have you any wool? Yes sir, yes sir, three bags full.:Verina Songs.pdf
full:2:Baa, Baa, Black Sheep Baa, baa, black sheep, have you any wool? Yes sir, yes sir, three bags full.:Verina Songs.pdf
master:1:One for the master, one for the dame.:Verina Songs.pdf
dame:1:One for the master, one for the dame.:Verina Songs.pdf
boy:1:One for the little boy who lives down the lane.:Verina Songs.pdf
who:3:One for the little boy who lives down the lane.:Verina Songs.pdf
lives:1:One for the little boy who lives down the lane.:Verina Songs.pdf
lane:1:One for the little boy who lives down the lane.:Verina Songs.pdf
hickory:3:Hickory Dickory Dock Hickory dickory dock.:Verina Songs.pdf
dickory:3:Hickory Dickory Dock Hickory dickory dock.:Verina Songs.pdf
dock:3:Hickory Dickory Dock Hickory dickory dock.:Verina Songs.pdf
mouse:2:The mouse ran up the clock.:Verina Songs.pdf
up:5:The mouse ran up the clock.:Verina Songs.pdf
clock:2:The mouse ran up the clock.:Verina Songs.pdf
struck:1:The clock struck one.:Verina Songs.pdf
here:5:Here we go round the mulberry bush Here we go round the mulberry bush, the mulberry bush.:Verina Songs.pdf
we:6:Here we go round the mulberry bush Here we go round the mulberry bush, the mulberry bush.:Verina Songs.pdf
go:5:Here we go round the mulberry bush Here we go round the mulberry bush, the mulberry bush.:Verina Songs.pdf
round:11:Here we go round the mulberry bush Here we go round the mulberry bush, the mulberry bush.:Verina Songs.pdf
mulberry:5:Here we go round the mulberry bush Here we go round the mulberry bush, the mulberry bush.:Verina Songs.pdf
bush:5:Here we go round the mulberry bush Here we go round the mulberry bush, the mulberry bush.:Verina Songs.pdf
cold:2:on a cold and frosty morning.:Verina Songs.pdf
frosty:2:on a cold and frosty morning.:Verina Songs.pdf
morning:3:on a cold and frosty morning.:Verina Songs.pdf
this:2:This is the way we clap our hands, clap our hands, clap our hands.:Verina Songs.pdf
way:2:This is the way we clap our hands, clap our hands, clap our hands.:Verina Songs.pdf
clap:7:This is the way we clap our hands, clap our hands, clap our hands.:Verina Songs.pdf
our:4:This is the way we clap our hands, clap our hands, clap our hands.:Verina Songs.pdf
hands:7:This is the way we clap our hands, clap our hands, clap our hands.:Verina Songs.pdf
twinkle:6:Twinkle, Twinkle, Little Star twinkle, twinkle, little star, how I wonder what you are.:Verina Songs.pdf
star:3:Twinkle, Twinkle, Little Star twinkle, twinkle, little star, how I wonder what you are.:Verina Songs.pdf
how:5:Twinkle, Twinkle, Little Star twinkle, twinkle, little star, how I wonder what you are.:Verina Songs.pdf
i:3:Twinkle, Twinkle, Little Star twinkle, twinkle, little star, how I wonder what you are.:Verina Songs.pdf
wonder:2:Twinkle, Twinkle, Little Star twinkle, twinkle, little star, how I wonder what you are.:Verina Songs.pdf
what:2:Twinkle, Twinkle, Little Star twinkle, twinkle, little star, how I wonder what you are.:Verina Songs.pdf
are:3:Twinkle, Twinkle, Little Star twinkle, twinkle, little star, how I wonder what you are.:Verina Songs.pdf
above:1:Up above the world so high, like a diamond in the sky.:Verina Songs.pdf
world:1:Up above the world so high, like a diamond in the sky.:Verina Songs.pdf
so:2:Up above the world so high, like a diamond in the sky.:Verina Songs.pdf
high:1:Up above the world so high, like a diamond in the sky.:Verina Songs.pdf
like:1:Up above the world so high, like a diamond in the sky.:Verina Songs.pdf
diamond:1:Up above the world so high, like a diamond in the sky.:Verina Songs.pdf
in:9:Up above the world so high, like a diamond in the sky.:Verina Songs.pdf
sky:1:Up above the world so high, like a diamond in the sky.:Verina Songs.pdf
mary:7:Mary, Mary, Quite Contrary Mary, Mary, quite contrary, how does your garden grow? With silver bells and cockleshells and pretty maids all in a row.:Verina Songs.pdf
quite:2:Mary, Mary, Quite Contrary Mary, Mary, quite contrary, how does your garden grow? With silver bells and cockleshells and pretty maids all in a row.:Verina Songs.pdf
contrary:2:Mary, Mary, Quite Contrary Mary, Mary, quite contrary, how does your garden grow? With silver bells and cockleshells and pretty maids all in a row.:Verina Songs.pdf
does:1:Mary, Mary, Quite Contrary Mary, Mary, quite contrary, how does your garden grow? With silver bells and cockleshells and pretty maids all in a row.:Verina Songs.pdf
garden:2:Mary, Mary, Quite Contrary Mary, Mary, quite contrary, how does your garden grow? With silver bells and cockleshells and pretty maids all in a row.:Verina Songs.pdf
silver:1:Mary, Mary, Quite Contrary Mary, Mary, quite contrary, how does your garden grow? With silver bells and cockleshells and pretty maids all in a row.:Verina Songs.pdf
bells:1:Mary, Mary, Quite Contrary Mary, Mary, quite contrary, how does your garden grow? With silver bells and cockleshells and pretty maids all in a row.:Verina Songs.pdf
cockleshells:1:Mary, Mary, Quite Contrary Mary, Mary, quite contrary, how does your garden grow? With silver bells and cockleshells and pretty maids all in a row.:Verina Songs.pdf
pretty:1:Mary, Mary, Quite Contrary Mary, Mary, quite contrary, how does your garden grow? With silver bells and cockleshells and pretty maids all in a row.:Verina Songs.pdf
maids:1:Mary, Mary, Quite Contrary Mary, Mary, quite contrary, how does your garden grow? With silver bells and cockleshells and pretty maids all in a row.:Verina Songs.pdf
jack:4:Jack and Jill Jack and Jill went up the hill to fetch a pail of water.:Verina Songs.pdf
jill:3:Jack and Jill Jack and Jill went up the hill to fetch a pail of water.:Verina Songs.pdf
went:3:Jack and Jill Jack and Jill went up the hill to fetch a pail of water.:Verina Songs.pdf
hill:1:Jack and Jill Jack and Jill went up the hill to fetch a pail of water.:Verina Songs.pdf
fetch:1:Jack and Jill Jack and Jill went up the hill to fetch a pail of water.:Verina Songs.pdf
pail:1:Jack and Jill Jack and Jill went up the hill to fetch a pail of water.:Verina Songs.pdf
of:4:Jack and Jill Jack and Jill went up the hill to fetch a pail of water.:Verina Songs.pdf
water:1:Jack and Jill Jack and Jill went up the hill to fetch a pail of water.:Verina Songs.pdf
fell:1:Jack fell down and broke his crown.:Verina Songs.pdf
broke:1:Jack fell down and broke his crown.:Verina Songs.pdf
his:9:Jack fell down and broke his crown.:Verina Songs.pdf
crown:1:Jack fell down and broke his crown.:Verina Songs.pdf
came:3:and Jill came tumbling after.:Verina Songs.pdf
tumbling:1:and Jill came tumbling after.:Verina Songs.pdf
after:2:and Jill came tumbling after.:Verina Songs.pdf
got:1:Up Jack got and home did trot as fast as he could caper, and went to bed to mend his head with vinegar and brown paper.:Verina Songs.pdf
did:2:Up Jack got and home did trot as fast as he could caper, and went to bed to mend his head with vinegar and brown paper.:Verina Songs.pdf
trot:1:Up Jack got and home did trot as fast as he could caper, and went to bed to mend his head with vinegar and brown paper.:Verina Songs.pdf
as:4:Up Jack got and home did trot as fast as he could caper, and went to bed to mend his head with vinegar and brown paper.:Verina Songs.pdf
fast:1:Up Jack got and home did trot as fast as he could caper, and went to bed to mend his head with vinegar and brown paper.:Verina Songs.pdf
he:6:Up Jack got and home did trot as fast as he could caper, and went to bed to mend his head with vinegar and brown paper.:Verina Songs.pdf
could:1:Up Jack got and home did trot as fast as he could caper, and went to bed to mend his head with vinegar and brown paper.:Verina Songs.pdf
caper:1:Up Jack got and home did trot as fast as he could caper, and went to bed to mend his head with vinegar and brown paper.:Verina Songs.pdf
bed:2:Up Jack got and home did trot as fast as he could caper, and went to bed to mend his head with vinegar and brown paper.:Verina Songs.pdf
mend:1:Up Jack got and home did trot as fast as he could caper, and went to bed to mend his head with vinegar and brown paper.:Verina Songs.pdf
head:6:Up Jack got and home did trot as fast as he could caper, and went to bed to mend his head with vinegar and brown paper.:Verina Songs.pdf
vinegar:1:Up Jack got and home did trot as fast as he could caper, and went to bed to mend his head with vinegar and brown paper.:Verina Songs.pdf
brown:1:Up Jack got and home did trot as fast as he could caper, and went to bed to mend his head with vinegar and brown paper.:Verina Songs.pdf
paper:2:Up Jack got and home did trot as fast as he could caper, and went to bed to mend his head with vinegar and brown paper.:Verina Songs.pdf
wheels:3:The wheels on the bus The wheels on the bus go round and round.:Verina Songs.pdf
bus:3:The wheels on the bus The wheels on the bus go round and round.:Verina Songs.pdf
day:1:The wheels on the bus go round and round, all day long.:Verina Songs.pdf
long:1:The wheels on the bus go round and round, all day long.:Verina Songs.pdf
shoulders:4:Head, Shoulders, Knees and Toes Head, shoulders, knees and toes, knees and toes.:Verina Songs.pdf
knees:7:Head, Shoulders, Knees and Toes Head, shoulders, knees and toes, knees and toes.:Verina Songs.pdf
toes:7:Head, Shoulders, Knees and Toes Head, shoulders, knees and toes, knees and toes.:Verina Songs.pdf
eyes:1:And eyes and ears and mouth and nose.:Verina Songs.pdf
ears:1:And eyes and ears and mouth and nose.:Verina Songs.pdf
mouth:1:And eyes and ears and mouth and nose.:Verina Songs.pdf
nose:2:And eyes and ears and mouth and nose.:Verina Songs.pdf
polly:7:Polly, Put the Kettle on Polly, put the kettle on.:Verina Songs.pdf
kettle:4:Polly, Put the Kettle on Polly, put the kettle on.:Verina Songs.pdf
